CLOCK;MEMORY_USED;PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;PAPI_L2_TCA;PAPI_L3_TCA
8912734786;4812800;413292;921019;164165;404286;921019
9101515772;4915200;421531;939114;162133;412468;939114
9098871332;4915200;452691;1005791;87151;443877;1005791
9101704626;4915200;421411;938528;166390;412553;938528
9102082960;4915200;421588;938435;161834;412830;938435
9099326532;4915200;452596;1005317;92247;444003;1005317
9100001484;4915200;452675;1005464;99182;443931;1005464
9101479998;4915200;421626;938886;165678;412811;938886
9101002640;4915200;452718;1005723;99419;443965;1005723
9096214432;4915200;421278;945216;300612;404363;945216
9100350188;4915200;452754;1006401;104324;443704;1006401
9289877842;5017600;460950;1024035;95558;452033;1024035
9291400508;5017600;429793;957131;177319;420483;957131
9290843064;5017600;429858;956858;166450;420663;956858
9291697578;5017600;429740;957340;184578;420348;957340
9289386840;5017600;460700;1023690;100674;451726;1023690
9292076982;5017600;429792;957341;177684;420773;957341
9291415234;5017600;429639;955796;154196;420429;955796
9290395864;5017600;460845;1024401;108719;451887;1024401
9290370244;5017600;461033;1032674;103581;451936;1032674
9289036902;5017600;429876;961301;250357;415331;961301
9481260858;5120000;437619;975708;187331;427992;975708
9467598620;5120000;437847;975730;190207;428124;975730
9478202886;5120000;468957;1054576;117956;459759;1054576
9478976874;5120000;468827;1054525;111158;459818;1054525
9481117790;5120000;438045;984627;159711;428899;984627
9479651850;5120000;437638;984731;170911;428449;984731
9480599574;5120000;437731;984392;175631;428361;984392
9479677514;5120000;468878;1055331;129084;459849;1055331
9481764648;5120000;438073;974543;164257;428924;974543
9480406976;5120000;437694;974346;161121;428478;974346
9643734334;5222400;477073;1073055;388325;462337;1073055
9671198942;5222400;445968;994556;201636;436023;994556
9669608712;5222400;476958;1069959;132436;467414;1069959
9670896110;5222400;446719;993523;190474;437065;993523
9668441684;5222400;477408;1059510;105851;468290;1059510
9668966238;5222400;446248;993000;170784;436860;993000
9667897230;5222400;477102;1060975;118832;467818;1060975
9667651764;5222400;477568;1059834;109093;468293;1059834
9670943962;5222400;445594;999943;165783;436160;999943
9625480926;5222400;445426;1001541;188788;435879;1001541
9861475864;5324800;485620;1087760;124630;475752;1087760
9837186514;5324800;484604;1087740;131225;474699;1087740
9860880672;5324800;454008;1018718;178350;444247;1018718
9862200894;5324800;453804;1019348;194115;444090;1019348
9824687538;5324800;485020;1087957;123207;475567;1087957
9859408802;5324800;454364;1011650;182491;444654;1011650
9859112110;5324800;485039;1081948;194341;474905;1081948
9866422472;5324800;485063;1084030;228063;474855;1084030
9860787230;5324800;454103;1009642;177709;444245;1009642
9859701890;5324800;485005;1091048;118859;475532;1091048
10036198260;5427200;462298;1038321;193452;452397;1038321
10038535386;5427200;493156;1115193;380073;481310;1115193
10049939444;5427200;493063;1105654;127226;483378;1105654
9992829996;5427200;461447;1057648;197391;451650;1057648
10036196736;5427200;462067;1038209;201301;452226;1038209
10049450384;5427200;462122;1037751;190748;452270;1037751
10049105782;5427200;493150;1106099;132191;483423;1106099
10048670022;5427200;493975;1106012;124667;484214;1106012
10036310054;5427200;493196;1106445;120874;483555;1106445
10050287598;5427200;462355;1038793;204206;452133;1038793
10240085060;5529600;471104;1057164;207192;460635;1057164
10217833890;5529600;470524;1067390;465682;449847;1067390
10238449948;5529600;501213;1124429;132654;491448;1124429
10238550948;5529600;501169;1124130;126476;491259;1124130
10240325222;5529600;470193;1056048;199549;459835;1056048
10238217634;5529600;501230;1124580;131249;491406;1124580
10238760758;5529600;501945;1124774;127697;492103;1124774
